task id resource start end time type
mProjectPP 1 1024 0 2342 2342 dbws 
mProjectPP 3 1024 0 2415 2415 dbws 
mProjectPP 4 1024 0 2604 2604 dbws 
mProjectPP 5 1024 0 2786 2786 dbws 
mProjectPP 6 1024 0 2524 2524 dbws 
mProjectPP 7 1024 0 2658 2658 dbws 
mProjectPP 8 1024 0 2643 2643 dbws 
mProjectPP 9 1024 0 2391 2391 dbws 
mProjectPP 10 1024 0 2532 2532 dbws 
mProjectPP 2 1024 0 3286 3286 dbws 
mDiffFit 11 1024 3286 5006 1720 dbws 
mDiffFit 12 1024 2415 5297 2882 dbws 
mDiffFit 13 1024 2786 5129 2343 dbws 
mDiffFit 14 1024 3286 4959 1673 dbws 
mDiffFit 15 1024 3286 4991 1705 dbws 
mDiffFit 16 1024 2604 5498 2894 dbws 
mDiffFit 17 1024 2786 5562 2776 dbws 
mDiffFit 18 1024 2643 5482 2839 dbws 
mDiffFit 19 1024 2786 4610 1824 dbws 
mDiffFit 20 1024 2658 5343 2685 dbws 
mDiffFit 21 1024 2786 4278 1492 dbws 
mDiffFit 22 1024 2786 4662 1876 dbws 
mDiffFit 23 1024 2658 4668 2010 dbws 
mDiffFit 24 1024 2524 4949 2425 dbws 
mDiffFit 25 1024 2658 6475 3817 dbws 
mDiffFit 26 1024 2658 4556 1898 dbws 
mDiffFit 27 1024 2532 5047 2515 dbws 
mConcatFit 28 1024 6475 7014 539 dbws 
mBgModel 29 1024 7014 10020 3006 dbws 
mBackground 30 1024 10020 11515 1495 dbws 
mBackground 31 1024 10020 11539 1519 dbws 
mBackground 32 1024 10020 11457 1437 dbws 
mBackground 33 1024 10020 12138 2118 dbws 
mBackground 34 1024 10020 11658 1638 dbws 
mBackground 35 1024 10020 11621 1601 dbws 
mBackground 36 1024 10020 11854 1834 dbws 
mBackground 37 1024 10020 12241 2221 dbws 
mBackground 38 1024 10020 11691 1671 dbws 
mBackground 39 1024 10020 11493 1473 dbws 
mImgtbl 40 1024 12241 14295 2054 dbws 
mAdd 41 1024 14295 18450 4155 dbws 
mShrink 42 1024 18450 21027 2577 dbws 
mJPEG 43 1024 21027 22568 1541 dbws 
